# rlxfw's boot marks, one row per line of Realtek's source that rlxfw changes.
# R3-6.   Applied and checked by: tools/rlxfw-marks.py
#
# baseline-drop: src-vendor/rtl819x-toolchain @ 5c9be5d9
# tree-root: the STAGED top, so paths cover both linux-2.6.30/ and boards/
#
# WHY THERE ARE ELEVEN OF THESE AND NOT ONE.
# 🔄 2026-09-01: the LADDER is still eleven and this paragraph is about the
# ladder.  The file declares TWELVE marks -- `ID0` is the twelfth and it is an
# identity string, not a rung; it separates no two suspects and the rule below
# for adding a row does not apply to it.  See its own block at the end.
# 量, on the built R3 vmlinux: printk is a stub, early_printk is a WEAK EMPTY
# stub (16 bytes at 0x80013bec: sw a1,4(sp) / sw a2,8(sp) / jr ra / sw
# a3,12(sp)), and panic_printk reaches the wire only after a console is
# registered.  讀, this unit's own capture bench/2026-08-24c/G6.log: from
# `start address: 0x80003440` to `Realtek WLAN driver - version 1.6` there is
# NOTHING.  So a kernel that dies anywhere in start_kernel produces one
# capture -- `start address:` then silence -- whatever killed it.  R3's D3
# ("early bring-up completes") had no observable at all, and R3-8's first
# seating would have spent a power cycle to learn nothing.
#
# Each row below is placed to make one suspect readable as one line.  The rule
# for adding a row is: it must separate two causes that would otherwise share
# a capture.  A row that only says "we got further" is not worth a line of
# somebody else's source.
#
# WHAT MAKES THESE DISCRIMINATORS RATHER THAN LABELS.
# The anti-DoD (PROGRESS.md): 2026-08-25 a second `J 80500000` booted the
# VENDOR kernel, so a banner is not evidence.  These are constants, which is
# the weaker form -- but `rlxfw-marks.py verify` reads the built image AND the
# vendor's, and a constant absent from the vendor image cannot be printed by
# it.  B02 and B07 are the stronger form on top: their values are read out of
# this die at run time.
#
# COST.  38400 8N1 = 3,840 B/s. Eleven marks, mean 11 bytes -> ~32 ms of UART
# on a boot whose loader stage alone takes 348 ms (CLK-15). Not measurable.
#
# id	file	position	anchor	insert	witness	reason

# ----------------------------------------------------------------------------
# The four rows that are not marks: my file has to reach the link, and the
# call sites need a prototype -- arch/rlx/kernel/Makefile carries
# `EXTRA_CFLAGS += -Werror`, so an implicit declaration is a build failure.
# The anchor for each include is a line that occurs exactly once in that file,
# which is checked rather than assumed.
# ----------------------------------------------------------------------------
B02	linux-2.6.30/arch/rlx/kernel/setup.c	after	cpu_probe();	rlxfw_markx("B02", read_c0_prid());		COMPUTED. cpu_probe() reads PRId and fills cpu_data[]; this prints the register itself. Two things at once: a hang inside cpu_probe (the CPU identification table, and arch/rlx/include/asm/cpu.h maps PRID_IMP_RLX4181 = 0xcd00) becomes readable, AND the value is a second, independent reading of CPU-04 -- 量 0x0000CD01 on 2026-08-25b through probe2's bare-metal CP0 census, which shares no code with this. The vendor image cannot fake it because it does not contain the string
B03	linux-2.6.30/arch/rlx/kernel/setup.c	after	bsp_init();	rlxfw_mark("B03");		bsp_init() is arch/rlx/bsp/prom.c and it computes mem_size by READING THE DRAM CONFIGURATION REGISTER at BSP_MC_MTCR0 -- bank/bus-width/row/column decode, live, on a board whose DRAM this project has never configured. The plan's `memory-related` failure case starts here, not at paging_init

# ----------------------------------------------------------------------------
# Inside bsp_setup().  Three suspects in three consecutive statements, and the
# last one ends in a bare while(1).
# ----------------------------------------------------------------------------
B04	boards/rtl8196e/bsp/setup.c	before	ioport_resource.start = 0x18000000;	rlxfw_mark("B04");		bsp_setup() entry. Brackets arch_mem_init's prologue, and it is the first mark in a file that is NOT under arch/rlx -- boards/rtl8196e/bsp/ is where arch/rlx/bsp points, and in two of the three drops that symlink dangles
B05	boards/rtl8196e/bsp/setup.c	after	bsp_serial_init();	rlxfw_mark("B05");		THE DIVISOR. bsp_serial_init() runs early_serial_setup() on UART0 with s.uartclk = BSP_SYS_CLK_RATE, and prom_putchar never touches the divisor -- it inherits whatever is set. Every mark before this one rides the loader's 38400. If B00-B04 are clean and B05 is GARBAGE, the vendor's own serial init changed the line rate and nothing after it is readable at 38400; if B05 is missing entirely, early_serial_setup returned nonzero and panic()'d before any console existed to print the panic. Those are two different findings and this is the line that separates them
B06	boards/rtl8196e/bsp/setup.c	after	_imem_dmem_init();	rlxfw_mark("B06");		CPU-46's scratchpad. _imem_dmem_init() is the CP3 sequence this repo found at 0x80002210-0x80002300 in this unit's own kernel: set CU3, write 0x020, 0x202, load base+0x3FFF into CP3 $0/$1 (16 KiB I-MEM), issue 0x010, then base+0x1FFF into $4/$5 (8 KiB D-MEM). It is Lexra-specific, it is coprocessor 3, and CLAUDE.md's rule about measuring the ISA under Linux exists because of exactly this class. A hang between B05 and B06 names it
B07	boards/rtl8196e/bsp/setup.c	after	ret = bsp_swcore_init(version);	rlxfw_markx("B07", ret);		COMPUTED, and this is the single most valuable row in the file. The next four lines are `if (ret != 0) bsp_machine_halt();` and bsp_machine_halt() is `while(1);` -- a designed, silent, unrecoverable hang with no message anywhere. TC-23 already records the desk channel stopping at the switch-core probe, and this unit's own kernel stops there too. Printing ret turns the most likely silent death of the first boot into a number. If B07 prints a nonzero value and nothing follows, the gate has its answer in one power cycle

# ----------------------------------------------------------------------------
# After the memory map, and after the console handover.
# ----------------------------------------------------------------------------
B08	linux-2.6.30/arch/rlx/kernel/setup.c	after	paging_init();	rlxfw_mark("B08");		bootmem_init, sparse_init and paging_init as one bracket. They are taken together on purpose: this project has no reason yet to prefer one of the three as a suspect, and three rows where one will do is how a ladder stops being read. If the boot stops between B03 and B08 the next session splits this row, and the reason for splitting it will be a capture
B09	linux-2.6.30/init/main.c	after	console_init();	rlxfw_mark("B09");		the handover. Everything before this reached the wire only through prom_putchar; from here the registered console is up and, in the `loud` variant, printk output starts. B09 is therefore the line that says which instrument the rest of the capture is coming from -- and if the loud variant prints B09 and then nothing while the quiet one keeps going, the fault is in the console path, which is the one area R3-6 owns
B10	linux-2.6.30/init/main.c	before	if (ramdisk_execute_command) {	rlxfw_mark("B10");		init_post(), immediately before the branch that decides HOW userspace is reached. ramdisk_execute_command is set only when an initramfs was unpacked and /init exists (init/main.c:885-891); if it is NULL the kernel falls through to /sbin/init, /etc/init, /bin/init, /bin/sh and then panics. Decision B's refutation condition is `the initramfs fails to unpack`, and B10 followed by M4 is that condition answered, while B10 followed by silence or by a panic is it answered the other way

# ----------------------------------------------------------------------------
# 🆕 P4a, 2026-09-01.  ONE ROW THAT IS NOT A LADDER MARK, AND THE FILE'S OWN
# RULE FOR ADDING A ROW DOES NOT APPLY TO IT.
#
# The rule above -- *a row must separate two causes that would otherwise share
# a capture* -- is about the boot ladder, and ID0 separates nothing.  It exists
# because P4a froze the build stamp.
#
# 量 2026-09-01: two builds of one tree, 49 s apart, differed in 84 of
# 3,935,472 bytes and every one of them was a clock reading.  Six were the
# kernel's UTS_VERSION, which PROGRESS.md's anti-DoD names as one of the three
# strings the vendor image cannot produce: `(key@K) ... #1 Fri Aug 28 23:37:47
# CST 2026`.  Freezing the clock does not delete that leg -- `(key@K)` is
# inside it -- but it removes the leg's SECOND role: saying which of my builds
# is running, read off the console, on the board.
#
# 🔴 Nothing else in the image had that role.  B00..B10 are constants and
# `start address: 0x80003600` is a property of the link, so both are the same
# for every build of mine.  Before this row, a frozen stamp would have left the
# board unable to distinguish today's image from last week's -- and 2026-08-25
# is the record of what that costs: a second `J 80500000` booted the VENDOR
# kernel and the banner looked like a pass.
#
# WHAT THE VALUE IS.  `RLXFW_SRC_ID`, defined by tools/rlxfw-kbuild.sh as
# KCPPFLAGS, is the first 8 hex of a sha256 over every file under config/,
# hashed with paths RELATIVE to the repository root.  So it is a function of
# the declaration and of nothing else: it moves when the recipe moves, it is
# the same on any machine, and it needs no remembering -- which is the one
# thing config/rlxfw-build-stamp does need.
#
# ⚠️ WEAKER THAN B02/B07 AND THE SAME KIND AS B00..B10.  It is compiled in, not
# read off this die at run time.  What makes it a discriminator is
# `rlxfw-marks.py verify`: present exactly once in my image, absent from the
# vendor's.
#
# ⚠️ IT MOVES A MEASURED NUMBER.  The ladder was eleven marks and 139 bytes on
# the wire (量 2026-08-30, bench/2026-08-30b block 1).  A build carrying this
# row prints a twelfth line, `RLXFW-ID0=XXXXXXXX`, so SPEC.md FW-32's 849 bytes
# describes `quietm`, which does not have it, and the NEXT image's byte count
# is a new measurement rather than that one.
#
# ⚠️ A --marks BUILD WITHOUT -DRLXFW_SRC_ID DOES NOT COMPILE.  That is the
# intended failure: a build failure rather than an image whose identity string
# is wrong.  The driver always passes it.
# ----------------------------------------------------------------------------
ID0	linux-2.6.30/init/main.c	after	printk(KERN_NOTICE "%s", linux_banner);	rlxfw_markx("ID0", RLXFW_SRC_ID);		IDENTITY, not a ladder step. The recipe's own sha256, printed on the board immediately after the banner it is there to make up for -- a reader sees the frozen stamp and the thing that identifies the build on consecutive lines. Anchored on the banner printk because it occurs exactly once in main.c and because B00's anchor is one line above it, so the ladder still opens with B00.
# ----------------------------------------------------------------------------
# R5-1, 2026-09-03.  THE SECOND KBUILD ROW, AND THE FIRST ONE FOR A DRIVER.
#
# MK reaches arch/rlx/kernel/Makefile because rlxfw_mark.c has to be linked.
# This one reaches drivers/clocksource/Makefile for the same structural
# reason and nothing else: config/rlxfw-src/ carries a file of mine and a
# staged copy that no Makefile names is a file that does not build.
#
# THE FILE'S OWN RULE FOR ADDING A ROW DOES NOT APPLY, the same way it does
# not apply to ID0.  That rule -- a row must separate two causes that would
# otherwise share a capture -- is about the boot ladder.  This row separates
# nothing; it is a build line.
#
# WHY drivers/clocksource/ AND NOT arch/rlx/kernel/.
# It is where a clocksource lives in a mainline tree, which is what this
# gate's D1 asks for ("accepted upstream-style"), and it keeps my file out of
# the directory that holds the vendor's rlx-cevt.c and rlx-time.c -- the two
# files docs/blind-write-ledger.md 4.3 records as unread.
#
# 讀 drivers/Makefile:100 -- `obj-$(CONFIG_GENERIC_TIME) += clocksource/`, and
# CONFIG_GENERIC_TIME=y in the baseline board template (line 138), so the
# directory is descended into.  If that symbol ever goes away this row still
# applies cleanly and the object is silently not built, which `rlxfw-marks.py
# verify` catches and `check` does not -- the check/verify split this file's
# header already describes.
#
# THE ANCHOR is the last line of a five-line Makefile, all five of the form
# obj-$(CONFIG_...).  It occurs exactly once, which rlxfw-marks.py requires
# rather than assumes.
# ----------------------------------------------------------------------------
MK2	linux-2.6.30/drivers/clocksource/Makefile	after	obj-$(CONFIG_SH_TIMER_CMT) += sh_cmt.o	obj-y += rtl819x-timer.o	str:rtl819x-tc1	rtl819x-timer.c is copied in by --src and needs a Kbuild line. obj-y and not obj-$(CONFIG_...) on purpose: a new Kconfig symbol would have to be declared in config/rlxfw-kernel.delta as well, and a driver that is in the tree but not in the image is the state `rlxfw-marks.py verify` exists to catch. R5-2's reading is what decides whether this becomes a symbol. The anchor is written with single spaces and matched normalised, because Kbuild lines are tab-aligned and this file is tab-separated
MK3	linux-2.6.30/drivers/gpio/Makefile	after	obj-$(CONFIG_GPIOLIB) += gpiolib.o	obj-y += rtl819x-gpio.o	str:rtl819x-pabcd	rtl819x-gpio.c is copied in by --src and needs a Kbuild line. Same reasoning as MK2 and one addition that is specific to this driver: drivers/Makefile:8 enters drivers/gpio/ with a bare obj-y, so this object is compiled whether or not CONFIG_GPIOLIB is set -- and it calls gpiochip_add(), which only exists when gpiolib.o is built. That is deliberate. Removing CONFIG_GPIOLIB=y from config/rlxfw-kernel.delta then fails at LINK rather than quietly producing an image with no GPIO driver in it, which is the state rlxfw-marks.py verify exists to catch. The guard string is the chip label rather than the file name because the label is what reaches the image's rodata. The anchor is written with single spaces and matched normalised, as MK2's is

# ----------------------------------------------------------------------------
# R5-5, 2026-09-07.  TWO rows, and the second is a shape this file did not
# have before today.
#
# THE FILE'S OWN RULE FOR ADDING A ROW DOES NOT APPLY to either, the same way
# it does not apply to ID0, MK2 or MK3: that rule -- a row must separate two
# causes that would otherwise share a capture -- is about the boot ladder.
# These are build lines.
#
# WHY drivers/mtd/devices/ AND NOT drivers/mtd/chips/rtl819x/.
# devices/ is where a self-contained flash device driver lives in a mainline
# tree (m25p80.c is its neighbour), which is what this gate's "accepted
# upstream-style" asks for, and it keeps my file out of the directory holding
# the vendor's spi_common.c / spi_probe.c / spi_flash.c -- the three files
# docs/blind-write-ledger.md 4.5 records as read.  讀
# drivers/mtd/Makefile:33 -- `obj-y += chips/ lpddr/ maps/ devices/ ...` is a
# BARE obj-y, so the directory is descended into unconditionally and needs no
# symbol of its own.  Same shape as MK3's drivers/Makefile:8.
#
# THE ANCHORS.  MK4's is the last line of drivers/mtd/devices/Makefile and
# occurs exactly once, which rlxfw-marks.py requires rather than assumes.
#
# 🔴 MK5's anchor is MK4's OWN INSERTED LINE, and that is the tool's doing.
# The first draft gave both rows the same anchor -- which reads as tidy and
# is not -- and `apply` refused before the build with "two rows at one point
# means the order is an accident".  It is right: two Kbuild lines inserted at
# one anchor land in whatever order the table happens to be read in, and
# nothing declares which.  Anchoring MK5 on `obj-y += rtl819x-spi.o` makes
# the dependency EXPLICIT: MK5 cannot apply unless MK4 already has, which is
# the ordering the pair actually needs.
#
# MK4's WITNESS is the mtd name and not the file name, because the name is
# what reaches the image's .rodata -- the same reasoning as MK3's chip label.
#
# 🔴 MK5 IS THE FIRST CONDITIONAL ROW IN THIS FILE, and it is what D4 is
# proved with.  CONFIG_MTD_RTL819X_WRITE is not declared to kconfig anywhere:
# an undeclared CONFIG_ expands to empty in GNU Make, so the object is not
# built and no menu, defconfig or `oldconfig` can build it -- which is
# stronger than `=n`, because `=n` is a value something could change.  Its
# `absent:` witness makes `rlxfw-marks.py verify` assert that the symbol is
# NOT in System.map, and the POSITIVE CONTROL is a make-level override in a
# discarded tree (`make CONFIG_MTD_RTL819X_WRITE=y`), which makes the symbol
# appear and this row go red.  Without that control, `absent:` would be a
# check that cannot fire.
# ----------------------------------------------------------------------------
MK4	linux-2.6.30/drivers/mtd/devices/Makefile	after	obj-$(CONFIG_MTD_M25P80) += m25p80.o	obj-y += rtl819x-spi.o	str:rtl819x-spi-pio	rtl819x-spi.c is copied in by --src and needs a Kbuild line. obj-y and not obj-$(CONFIG_...) for MK2's reason: a new Kconfig symbol would have to be declared in config/rlxfw-kernel.delta too, and a driver that is in the tree but not in the image is the state rlxfw-marks.py verify exists to catch. The witness is the mtd_info's name, which reaches .rodata; the file name does not. The anchor is written with single spaces and matched normalised, because Kbuild lines are tab-aligned and this file is tab-separated
MK5	linux-2.6.30/drivers/mtd/devices/Makefile	after	obj-y += rtl819x-spi.o	obj-$(CONFIG_MTD_RTL819X_WRITE) += rtl819x-spi-write.o	absent:rtl819x_spi_write_page	R5-5 D4. The write path's designated home, declared and deliberately NOT built. CONFIG_MTD_RTL819X_WRITE is declared to kconfig nowhere, so this expands to empty in GNU Make and the TU cannot be built by any configuration act; the control build overrides it on the make command line in a discarded tree. The witness is absent: rather than str:/sym: because the claim is that the symbol is MISSING from System.map, and rlxfw-marks.py refuses the other two kinds on a conditional row so the two cannot be swapped
# ----------------------------------------------------------------------------
# MK6 is the first Kbuild row whose absence is SILENT.  MK2/MK3/MK4 all link
# against a symbol the framework provides (clocksource_register, gpiochip_add,
# mtd_device_register), so dropping the config line that makes the framework
# reachable produces an undefined reference and the build stops.  A watchdog
# driver in drivers/watchdog/ is not reached that way: the whole DIRECTORY is
# conditional, so the file is simply never compiled and everything downstream
# is green.  The `str:` witness against the built image is the only thing in
# this repository that can tell the two apart.
# ----------------------------------------------------------------------------
MK6	linux-2.6.30/drivers/watchdog/Makefile	after	obj-$(CONFIG_INDYDOG) += indydog.o	obj-y += rtl819x-wdt.o	str:rtl819x-wdt	R5-6, 2026-09-08. rtl819x-wdt.c is copied in by --src and needs a Kbuild line. obj-y and not obj-$(CONFIG_...), same reasoning as MK2/MK3/MK4: a missing config line has to fail the LINK loudly rather than ship an image with the driver silently absent. The anchor sits in the Makefile's MIPS section and occurs exactly once (量), which is what rlxfw-marks.py requires; the two neighbouring MIPS lines occur exactly once too and either would have done. 🔴 THIS ROW ALONE IS NOT ENOUGH, AND THAT IS NEW FOR AN MK ROW. drivers/Makefile:79 is `obj-$(CONFIG_WATCHDOG) += watchdog/`, so with CONFIG_WATCHDOG unset this directory is never descended into, the line inserted here is never read, and the image builds and links CLEAN with no driver in it -- the opposite of MK2/MK3/MK4, whose failure is a link error. config/rlxfw-kernel.delta carries CONFIG_WATCHDOG=y for exactly this reason and the two rows are one change in two files. THE WITNESS IS WHAT CATCHES IT: `str:rtl819x-wdt` is read out of the BUILT image by `rlxfw-marks.py verify`, and CLAUDE.md's own note says only verify can catch a mark that compiled and is not in the image -- here it is a whole translation unit. The string is contiguous in .rodata three times over (RTL819X_WDT_VERSION, watchdog_info.identity, RTL819X_WDT_PROC_NAME) and cannot appear in the vendor's image, which has no such driver.

# ----------------------------------------------------------------------------
# MK7 links the first file of mine into arch/, and the two things that makes
# different from MK2/MK3/MK4/MK6 are both worth reading.
#
# 1. THE DIRECTORY CARRIES -Werror.  arch/rlx/kernel/Makefile ends with
#    `EXTRA_CFLAGS += -Werror`, so rlxfw-devices.c is the first file of mine
#    that must be warning-clean or the build stops.  Every driver so far has
#    been built under the kernel's default flags.
#
# 2. THE FILE IT LINKS IS NOT A DRIVER, IT IS A BOARD FILE.  It registers the
#    platform_device that UPSTREAM leds-gpio binds to, which is R5-7's whole
#    evidential claim: an unmodified upstream consumer binding to my gpio_chip
#    is evidence a driver I wrote myself cannot produce.
# ----------------------------------------------------------------------------
MK7	linux-2.6.30/arch/rlx/kernel/Makefile	after	obj-y += rlx-time.o rlx-cevt.o	obj-y += rlxfw-devices.o	str:n150rt:green:led2	R5-7, 2026-09-10. rlxfw-devices.c is copied in by --src and needs a Kbuild line. obj-y and not obj-$(CONFIG_...) for MK2's reason: a new Kconfig symbol would have to be declared in config/rlxfw-kernel.delta as well, and a file that is in the tree but not in the image is the state `rlxfw-marks.py verify` exists to catch. 🔴 IT IS NOT arch/rlx/bsp/, WHICH IS WHERE A BOARD FILE BELONGS. 量 2026-09-10, every subdirectory of arch/rlx: `bsp` is the ONLY symlink -- docs/interrupt-map.md 6.1 resolved it as -> ../../../target/bsp -> boards/rtl8196e/bsp -- so staging a file there writes into the vendor's shared board tree, which this tool refuses by construction. boot, configs, fw, include, kernel, lib, mm, oprofile and pci are all real directories. arch/rlx/Makefile:117 is `core-y += arch/rlx/kernel/ arch/rlx/mm/`, unconditional, so no Kconfig plumbing and no host-compat patch is needed. THE ANCHOR IS A VENDOR LINE AND NOT MK's INSERTED ONE, deliberately: MK inserts `obj-y += rlxfw_mark.o` into this same Makefile, and anchoring on that would make two rows of one file order-dependent for nothing -- link order inside a core-y directory decides no initcall, and this file's arch_initcall (3) is before leds-gpio's device_initcall (6) whatever the order. `obj-y += rlx-time.o rlx-cevt.o` occurs exactly once (量); it is written with single spaces and matched normalised, because Kbuild lines are tab-aligned and this file is tab-separated. THE WITNESS IS THE LED's NAME AND THAT CHOICE IS A MEASUREMENT. 量 on /home/key/fwre-work/rebuild/r0-vendor-kernel.bin (987,138 bytes, this unit's own vendor kernel): `n150rt`, `N150RT` and `leds-gpio` each occur ZERO times -- the board's model string is not in its own kernel image, it is in userspace -- so `str:` can make its absent-from-theirs half. `sym:rlxfw_devices_init` was the alternative and would also have worked (量 on r57.System.map, my static __init functions appear as `t`, e.g. rtl819x_gpio_init at 802c0f6c), and MK's own witness on this same Makefile is `sym:`. The string is stronger for one reason beyond that: it is the LED's name character-for-character in dt/rtl8196e-totolink-n150rt.dts and in /sys/class/leds, so this row goes red if any of the three is renamed without the others. ⚠️ WHAT THIS ROW CANNOT SEE, stated rather than left to be found: a config drift. With CONFIG_LEDS_GPIO unset the file still compiles, still links, and the witness still passes, while nothing binds the device and the LED silently never works -- CONFIG_PRINTK=n means not even a message. That hole is closed by two #error directives INSIDE rlxfw-devices.c, because a Kbuild row cannot read a .config; CFG-2 records that `kconfig-delta check` is never invoked by rlxfw-kbuild.sh, which is why it needed closing at all.

# ----------------------------------------------------------------------------
# MK8 -- R5-8, 2026-09-10, the fifty-fourth segment.  THE BUTTON, and it is
# the one row in this file whose ANCHOR is the driver it replaces.
#
# R5-7's MK7 links a board file so that an UNMODIFIED upstream consumer --
# leds-gpio -- could bind to my gpio_chip, because that is evidence a driver
# of my own cannot produce.  R5-8 asked the same question about the button
# and got the opposite answer, by measurement rather than by taste:
#
#   * gpio-keys-polled is not in this drop.  drivers/input/keyboard/ holds
#     gpio_keys.c and no polled variant.
#   * gpio_keys.c calls gpio_to_irq() at :62, :134, :175, :199, :222, :240 --
#     and :62 is a BUG_ON inside the ISR.  There is no polled path in it.
#   * rtl819x-gpio has .to_irq = NULL, so on this SoC that call answers
#     -ENXIO and gpio_keys fails its own probe (讀 gpio_keys.c:134-142, which
#     also frees the line on the way out).
#
# So the button gets a driver of mine, and what stays upstream's is the
# BOARD'S DESCRIPTION OF ITSELF: struct gpio_keys_platform_data, unmodified,
# in arch/rlx/kernel/rlxfw-devices.c.  The device's .name is the only thing
# that decides which driver receives it.
# ----------------------------------------------------------------------------
MK8	linux-2.6.30/drivers/input/keyboard/Makefile	after	obj-$(CONFIG_KEYBOARD_GPIO) += gpio_keys.o	obj-y += rtl819x-keys.o	str:rtl819x-keys/input0	R5-8, 2026-09-10. rtl819x-keys.c is copied in by --src and needs a Kbuild line. obj-y and not obj-$(CONFIG_...) for MK2's reason: a new Kconfig symbol would have to be declared in config/rlxfw-kernel.delta as well, and a file that is in the tree and not in the image is the state `rlxfw-marks.py verify` exists to catch. 🔴 THE ANCHOR IS THE DRIVER THIS ONE REPLACES. `obj-$(CONFIG_KEYBOARD_GPIO) += gpio_keys.o` occurs exactly once (量, drivers/input/keyboard/Makefile:25); it is written with single spaces and matched normalised, because Kbuild lines are tab-aligned and this file is tab-separated. Anchoring there rather than at the end of the file puts this driver on the line after the one it exists because of, in the vendor's own file -- and 量 cells k8c1/k8c2, one variable, is what that line means: with CONFIG_KEYBOARD_GPIO=y and config/host-compat/0006 ABSENT the build dies with `undefined reference to gpio_to_irq' at four relocation sites, one of them .text.gpio_keys_isr+0x1c; with 0006 applied the same config links (rc 0, vmlinux 4134081). 🔴 THE WITNESS IS NOT `rtl819x-keys`, AND THAT IS THE CARE IN THIS ROW. 讀 tools/rlxfw-marks.py:516-523 and :621-624 -- a `str:` witness is `_count(image, needle) >= 1`, a byte substring search over the whole vmlinux -- so `str:rtl819x-keys` would be satisfied by the platform_device name in arch/rlx/kernel/rlxfw-devices.c, which MK7 links, and this row would pass with rtl819x-keys.o absent from the image. `rtl819x-keys/input0` is the driver's input->phys and occurs in no other file; the device name is a PREFIX of it and cannot satisfy it. THE SAME READING RAN THE OTHER WAY AND CAUGHT MORE: the first spelling of that phys string was `rtl819x-pabcd/input0`, which CONTAINS MK3's witness `str:rtl819x-pabcd`, so shipping it would have left MK3 unable to fail -- one new literal in one new file, and an existing row stops being a check. ⚠ NOTHING IN THE TOOL CHECKED EITHER DIRECTION UNTIL THIS SEGMENT; the containment rule and its control are `W9` in tools/rlxfw-marks.py's self-test. ⚠ WHAT THIS ROW CANNOT SEE, stated rather than left to be found: two CONDITIONAL descents above this Makefile -- drivers/Makefile:71 `obj-$(CONFIG_INPUT) += input/` and drivers/input/Makefile `obj-$(CONFIG_INPUT_KEYBOARD) += keyboard/`. With either unset this file is never read, the driver is never compiled, and this row goes red correctly -- but only after a full build. The build-TIME closure is four #error directives in arch/rlx/kernel/rlxfw-devices.c, which arch/rlx/Makefile:117 compiles unconditionally, so they fire where the driver's own #error on CONFIG_INPUT cannot.
